Daily C pools (kg C/ha) and fluxes (kg C/ha/day) at site W-2 in year 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.04481,,,,,,,,,,,,
Day,Very labile litter,Labile litter,Resistant litter,Microbe,Humads,Humus,CharC,SOC,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,dSOC,DOC,DOC_produce,DOC_consume,DOC_leach,Photosynthesis,Leaf-respiration, Stem-respiration, Root-respiration,Soil-heterotrophic-respiration, NPP,Eco-respiration, NEE,Stub,DOC_from_root,CH4-prod.,CH4-oxid.,CH4-flux,CH4-pool,DOC-leach,Litter-C,Manure-C, SoilCO2_0-10cm,SoilCO2_10-20cm,SoilCO2_20-30cm,SoilCO2_30-40cm,SoilCO2_40-50cm,Acetate_produced,Acetate_consumed,Acetate_pool
297,383.76,0,459.25,70.86,6087.43,67174.75,0,75332.35,19177.28,16191.74,17655.18,9500.67,12807.47,0.02,0.017,0.018,0.01,0.007,-9.94,1156.31,48.11,51.79,0,40.06,3.53,1.36,0.94,51.98,34.22,57.82,17.76,0,1.76,0,-0.00259,-0.00259,0,0,0,0,0.46,0.63,28.86,11.03,11,0,0,0
298,379.01,0,458.65,73.83,6081.07,67175.52,0,75322.57,19177.12,16191.53,17637.6,9503.36,12812.96,0.02,0.017,0.018,0.01,0.007,-9.79,1154.47,47.55,51.15,0,41.03,3.46,1.32,0.94,51.33,35.3,57.06,16.03,0,1.77,0,-0.00267,-0.00267,0,0,0,0,0.45,0.62,27.93,11.17,11.14,0,0,0
299,374.33,0,458.06,76.78,6074.71,67176.3,0,75312.92,19176.95,16191.32,17620.83,9505.82,12818,0.02,0.017,0.018,0.01,0.007,-9.65,1152.75,47.02,50.52,0,52.77,3.74,1.41,0.94,50.7,46.69,56.79,4.01,0,1.77,0,-0.00296,-0.00296,0,0,0,0,0.47,0.63,27.09,11.27,11.24,0,0,0
300,369.7,0,457.47,79.7,6068.37,67177.04,0,75303.3,19176.77,16191.1,17604.71,9508.06,12822.66,0.02,0.017,0.018,0.01,0.007,-9.62,1151.01,46.51,50.02,0,61.38,3.84,1.42,0.94,50.2,55.17,56.41,-4.96,0,1.78,0,-0.0032,-0.0032,0,0,0,0,0.48,0.63,26.42,11.35,11.31,0,0,0
301,365.13,0,456.91,82.58,6062.04,67177.8,0,75293.6,19176.59,16190.88,17589.13,9510.07,12826.92,0.02,0.017,0.018,0.01,0.007,-9.7,1149.14,45.97,49.63,0,60.23,3.65,1.33,0.94,49.81,54.31,55.73,-4.5,0,1.78,0,-0.00325,-0.00325,0,0,0,0,0.47,0.64,25.87,11.45,11.37,0,0,0
302,360.61,77.38,1315.14,65.42,6076.8,67178.45,0,76219.53,19769.23,16503.86,17604.9,9511.49,12830.06,0.02,0.017,0.018,0.01,0.007,925.94,1145.74,46.4,49.8,0,0,0,0,0,52.84,0,52.84,52.84,0,0,0,-0.00317,-0.00317,0,0,940.93,0,3.24,0.82,25.56,11.64,11.53,0,0,0
303,356.15,76.41,1311.11,69.29,6070.43,67179.13,0,76204.34,19766.18,16503.18,17589.72,9512.61,12832.65,0.02,0.017,0.018,0.01,0.007,-15.2,1141.82,45.81,49.73,0,0,0,0,0,52.58,0,52.58,52.58,0,0,0,-0.00324,-0.00324,0,0,0,0,3.05,0.8,25.2,11.82,11.7,0,0,0
304,351.75,75.51,1307.29,73.07,6064.09,67179.81,0,76188.94,19763.27,16502.52,17574.96,9513.46,12834.73,0.02,0.017,0.018,0.01,0.007,-15.4,1137.42,45.24,49.64,0,0,0,0,0,52.32,0,52.32,52.32,0,0,0,-0.00333,-0.00333,0,0,0,0,2.9,0.78,24.78,11.99,11.85,0,0,0
305,347.4,74.66,1303.66,76.77,6057.77,67180.51,0,76173.37,19760.5,16501.88,17560.63,9514.05,12836.31,0.02,0.017,0.018,0.01,0.007,-15.57,1132.61,44.68,49.49,0,0,0,0,0,52.03,0,52.03,52.03,0,0,0,-0.00341,-0.00341,0,0,0,0,2.77,0.77,24.35,12.14,11.99,0,0,0
306,343.11,73.86,1300.19,80.39,6051.45,67181.22,0,76157.68,19757.85,16501.24,17546.72,9514.43,12837.44,0.02,0.017,0.018,0.01,0.007,-15.69,1127.46,44.14,49.29,0,0,0,0,0,51.7,0,51.7,51.7,0,0,0,-0.00348,-0.00348,0,0,0,0,2.65,0.75,23.9,12.27,12.12,0,0,0
307,338.86,73.1,1296.93,83.93,6045.16,67181.98,0,76142,19755.35,16500.63,17533.28,9514.6,12838.14,0.02,0.017,0.018,0.01,0.007,-15.68,1122.05,43.58,48.99,0,0,0,0,0,51.25,0,51.25,51.25,0,0,0,-0.00339,-0.00339,0,0,0,0,2.5,0.73,23.42,12.37,12.22,0,0,0
308,334.67,72.45,1294.07,87.32,6038.89,67182.86,0,76129.13,19753.17,16500.07,17521.48,9515.15,12839.26,0.02,0.017,0.018,0.01,0.007,-12.87,1118.86,42.85,46.04,0,0,0,0,0,47.99,0,47.99,47.99,0,0,0,-0.00289,-0.00289,0,0,0,0,2.18,0.66,21.45,11.85,11.85,0,0,0
309,330.54,71.83,1291.29,90.66,6032.64,67183.75,0,76116.23,19751.05,16499.53,17510.03,9515.55,12840.07,0.02,0.017,0.018,0.01,0.007,-12.9,1115.52,42.35,45.7,0,0,0,0,0,47.59,0,47.59,47.59,0,0,0,-0.00298,-0.00298,0,0,0,0,2.12,0.65,21.05,11.88,11.88,0,0,0
310,326.45,71.19,1288.45,93.99,6026.4,67184.63,0,76103.01,19748.85,16498.99,17498.8,9515.79,12840.59,0.02,0.017,0.018,0.01,0.007,-13.22,1111.91,41.93,45.53,0,0,0,0,0,47.48,0,47.48,47.48,0,0,0,-0.00345,-0.00345,0,0,0,0,2.2,0.65,20.8,11.92,11.91,0,0,0
311,322.41,70.57,1285.66,97.28,6020.17,67185.47,0,76089.48,19746.68,16498.44,17487.68,9515.85,12840.83,0.02,0.017,0.018,0.01,0.007,-13.53,1107.91,41.47,45.46,0,0,0,0,0,47.37,0,47.37,47.37,0,0,0,-0.00355,-0.00355,0,0,0,0,2.17,0.65,20.66,11.96,11.93,0,0,0
312,318.43,69.98,1282.96,100.53,6013.95,67186.33,0,76075.66,19744.58,16497.9,17476.68,9515.72,12840.77,0.02,0.017,0.018,0.01,0.007,-13.82,1103.49,40.99,45.41,0,0,0,0,0,47.25,0,47.25,47.25,0,0,0,-0.00353,-0.00353,0,0,0,0,2.1,0.64,20.51,12.02,11.96,0,0,0
313,314.49,69.43,1280.45,103.69,6007.74,67187.2,0,76061.91,19742.63,16497.38,17466.03,9515.46,12840.41,0.02,0.017,0.018,0.01,0.007,-13.75,1098.9,40.46,45.06,0,0,0,0,0,46.76,0,46.76,46.76,0,0,0,-0.00326,-0.00326,0,0,0,0,1.95,0.62,20.12,12.06,12,0,0,0
314,310.6,68.91,1278.06,106.8,6001.55,67188.14,0,76048.79,19740.79,16496.88,17455.93,9515.23,12839.97,0.02,0.017,0.018,0.01,0.007,-13.12,1094.73,39.95,44.11,0,0,0,0,0,45.72,0,45.72,45.72,0,0,0,-0.00314,-0.00314,0,0,0,0,1.85,0.59,19.43,11.92,11.91,0,0,0
315,306.76,68.41,1275.75,109.86,5995.38,67189.07,0,76035.67,19739,16496.38,17446.06,9514.89,12839.33,0.02,0.017,0.018,0.01,0.007,-13.12,1090.44,39.48,43.77,0,0,0,0,0,45.31,0,45.31,45.31,0,0,0,-0.0031,-0.0031,0,0,0,0,1.79,0.58,19.14,11.9,11.89,0,0,0
316,302.97,67.92,1273.47,112.88,5989.21,67190.02,0,76022.5,19737.23,16495.9,17436.4,9514.47,12838.51,0.02,0.017,0.018,0.01,0.007,-13.17,1086.02,39.04,43.45,0,0,0,0,0,44.97,0,44.97,44.97,0,0,0,-0.0032,-0.0032,0,0,0,0,1.77,0.58,18.87,11.88,11.87,0,0,0
317,299.22,67.45,1271.24,115.87,5983.06,67190.95,0,76009.25,19735.49,16495.42,17426.89,9513.94,12837.5,0.02,0.017,0.018,0.01,0.007,-13.25,1081.45,38.6,43.17,0,0,0,0,0,44.66,0,44.66,44.66,0,0,0,-0.00323,-0.00323,0,0,0,0,1.74,0.57,18.64,11.86,11.84,0,0,0
318,295.52,66.98,1269.03,118.83,5976.91,67191.89,0,75995.92,19733.76,16494.95,17417.56,9513.33,12836.33,0.02,0.017,0.018,0.01,0.007,-13.33,1076.76,38.18,42.87,0,0,0,0,0,44.35,0,44.35,44.35,0,0,0,-0.00337,-0.00337,0,0,0,0,1.73,0.57,18.41,11.82,11.8,0,0,0
319,291.87,66.52,1266.83,121.76,5970.78,67192.81,0,75982.46,19732.03,16494.47,17408.34,9512.63,12835,0.02,0.017,0.018,0.01,0.007,-13.47,1071.89,37.76,42.63,0,0,0,0,0,44.1,0,44.1,44.1,0,0,0,-0.00351,-0.00351,0,0,0,0,1.73,0.56,18.24,11.79,11.76,0,0,0
320,288.26,66.06,1264.63,124.67,5964.65,67193.73,0,75968.8,19730.29,16493.99,17399.19,9511.82,12833.5,0.02,0.017,0.018,0.01,0.007,-13.66,1066.79,37.36,42.46,0,0,0,0,0,43.92,0,43.92,43.92,0,0,0,-0.00367,-0.00367,0,0,0,0,1.73,0.56,18.11,11.77,11.73,0,0,0
321,284.7,65.6,1262.42,127.56,5958.53,67194.63,0,75954.85,19728.54,16493.52,17390.07,9510.9,12831.83,0.02,0.017,0.018,0.01,0.007,-13.95,1061.41,36.98,42.36,0,0,0,0,0,43.83,0,43.83,43.83,0,0,0,-0.00391,-0.00391,0,0,0,0,1.76,0.57,18.04,11.76,11.7,0,0,0
322,281.18,65.13,1260.15,130.44,5952.41,67195.48,0,75940.44,19726.71,16493.03,17380.9,9509.84,12829.97,0.02,0.017,0.018,0.01,0.007,-14.41,1055.65,36.63,42.4,0,0,0,0,0,43.91,0,43.91,43.91,0,0,0,-0.00442,-0.00442,0,0,0,0,1.83,0.58,18.05,11.77,11.68,0,0,0
323,277.7,64.25,1256.05,64.29,6015.73,67196.01,0,75913.49,19720.08,16492.36,17365.79,9508.18,12827.07,0.02,0.017,0.018,0.01,0.007,-26.96,1039.46,37.11,51.85,1.45,0,0,0,0,54.66,0,54.66,54.66,0,0,0,-0.00355,-0.00355,0,0,0,0,3.11,0.79,18.37,12.37,12.22,0,0,0
324,274.27,63.39,1251.97,64.24,6012.92,67196.5,0,75895.04,19716.91,16491.69,17356.2,9506.34,12823.9,0.02,0.017,0.018,0.01,0.007,-18.45,1031.75,36.74,44.2,0.25,0,0,0,0,46.99,0,46.99,46.99,0,0,0,-0.00368,-0.00368,0,0,0,0,3.1,0.79,18.41,12.4,12.21,0,0,0
325,270.88,62.61,1248.26,64.08,6010.12,67197.17,0,75878.79,19714.13,16491.1,17347.86,9504.82,12820.88,0.02,0.017,0.018,0.01,0.007,-16.25,1025.66,36.07,42.12,0.04,0,0,0,0,44.64,0,44.64,44.64,0,0,0,-0.00262,-0.00262,0,0,0,0,2.77,0.7,17.08,12.05,12.03,0,0,0
326,267.53,61.89,1244.78,67.31,6003.87,67197.91,0,75863.36,19711.51,16490.52,17339.83,9503.42,12818.08,0.02,0.017,0.018,0.01,0.007,-15.43,1020.08,35.58,41.16,0,0,0,0,0,43.51,0,43.51,43.51,0,0,0,-0.00265,-0.00265,0,0,0,0,2.61,0.68,16.65,11.78,11.77,0,0,0
327,264.22,61.19,1241.43,63.89,6004.21,67198.68,0,75847.72,19708.89,16489.95,17331.62,9502,12815.26,0.02,0.017,0.018,0.01,0.007,-15.64,1014.1,35.14,40.83,0.29,0,0,0,0,43.07,0,43.07,43.07,0,0,0,-0.00209,-0.00209,0,0,0,0,2.48,0.68,16.38,11.67,11.66,0,0,0
328,260.95,60.53,1238.25,63.8,6001.19,67199.49,0,75832.81,19706.5,16489.4,17323.88,9500.61,12812.41,0.02,0.017,0.018,0.01,0.007,-14.91,1008.59,34.68,40.04,0.15,0,0,0,0,42.15,0,42.15,42.15,0,0,0,-0.00192,-0.00192,0,0,0,0,2.34,0.65,16.01,11.55,11.56,0,0,0
329,257.73,59.89,1235.09,63.74,5998.11,67200.32,0,75818.01,19704.03,16488.87,17316.23,9499.28,12809.59,0.02,0.017,0.018,0.01,0.007,-14.8,1003.13,34.29,39.44,0.31,0,0,0,0,41.55,0,41.55,41.55,0,0,0,-0.00198,-0.00198,0,0,0,0,2.34,0.64,15.58,11.38,11.43,0,0,0
330,254.54,59.11,1231.24,63.88,5994.97,67201.03,0,75820.14,19693.47,16488.71,17306.25,9506.9,12824.81,0.02,0.017,0.018,0.01,0.007,2.13,1015.37,34.24,19.2,2.79,0,0,0,0,21.8,0,21.8,21.8,0,0,0,-0.00204,-0.00204,0,0,0,0,2.49,0.1,0,0,0,0,0,0
331,251.39,58.39,1227.69,63.75,5992.02,67201.77,0,75786.07,19685.77,16488.06,17287.13,9504.79,12820.33,0.02,0.017,0.018,0.01,0.007,-34.07,991.06,33.77,54.72,3.37,0,0,0,0,57.08,0,57.08,57.08,0,0,0,-0.00217,-0.00217,0,0,0,0,2.49,0.69,14.72,12.04,12.15,0,0,0
332,248.28,57.78,1224.59,63.58,5989,67202.6,0,75771.58,19683.55,16487.51,17280.83,9503.03,12816.66,0.02,0.017,0.018,0.01,0.007,-14.49,985.74,33.19,38.05,0.45,0,0,0,0,40.1,0,40.1,40.1,0,0,0,-0.00192,-0.00192,0,0,0,0,2.17,0.65,14.21,11.48,11.55,0,0,0
333,245.21,57.2,1221.7,66.51,5982.81,67203.49,0,75757.99,19681.53,16486.98,17274.91,9501.39,12813.19,0.02,0.017,0.018,0.01,0.007,-13.58,981.06,32.74,37.42,0,0,0,0,0,39.32,0,39.32,39.32,0,0,0,-0.00191,-0.00191,0,0,0,0,2.02,0.62,13.99,11.31,11.38,0,0,0
334,242.18,56.67,1218.96,69.39,5976.64,67204.4,0,75744.83,19679.61,16486.48,17269.09,9499.82,12809.82,0.02,0.017,0.018,0.01,0.007,-13.17,976.6,32.33,36.79,0,0,0,0,0,38.59,0,38.59,38.59,0,0,0,-0.00194,-0.00194,0,0,0,0,1.92,0.59,13.75,11.11,11.2,0,0,0
335,239.19,56.18,1216.45,72.18,5970.49,67205.34,0,75732.17,19677.87,16486,17263.38,9498.34,12806.58,0.02,0.017,0.018,0.01,0.007,-12.66,972.34,31.88,36.14,0,0,0,0,0,37.76,0,37.76,37.76,0,0,0,-0.00176,-0.00176,0,0,0,0,1.74,0.57,13.52,10.91,11.02,0,0,0
336,236.23,55.68,1213.84,74.98,5964.34,67206.27,0,75719.69,19676.03,16485.52,17257.72,9496.95,12803.48,0.02,0.017,0.018,0.01,0.007,-12.48,968.35,31.57,35.56,0,0,0,0,0,37.27,0,37.27,37.27,0,0,0,-0.00215,-0.00215,0,0,0,0,1.84,0.57,13.33,10.7,10.83,0,0,0
337,233.31,55.16,1211.04,63.22,5972.77,67207.22,0,75707.26,19674.04,16485.05,17252.08,9495.6,12800.5,0.02,0.017,0.018,0.01,0.007,-12.44,964.54,31.26,35.07,0,0,0,0,0,36.93,0,36.93,36.93,0,0,0,-0.00183,-0.00183,0,0,0,0,2,0.55,13.21,10.52,10.64,0,0,0
338,230.43,54.71,1208.63,65.93,5966.64,67208.22,0,75695.36,19672.34,16484.61,17246.5,9494.29,12797.62,0.02,0.017,0.018,0.01,0.007,-11.9,960.81,30.78,34.51,0,0,0,0,0,36.08,0,36.08,36.08,0,0,0,-0.00148,-0.00148,0,0,0,0,1.7,0.52,13.04,10.35,10.47,0,0,0
339,227.64,54.3,1206.45,68.51,5960.66,67209.22,0,75683.51,19670.82,16484.19,17241.03,9492.92,12794.54,0.02,0.017,0.018,0.01,0.007,-11.85,956.72,29.69,33.78,0,0,0,0,0,35.18,0,35.18,35.18,0,0,0,-0.00136,-0.00136,0,0,0,0,1.52,0.49,12.72,10.15,10.29,0,0,0
340,224.96,53.9,1204.26,71.03,5954.84,67210.2,0,75671.56,19669.28,16483.79,17235.66,9491.52,12791.31,0.02,0.017,0.018,0.01,0.007,-11.95,952.36,28.64,33,0,0,0,0,0,34.42,0,34.42,34.42,0,0,0,-0.00156,-0.00156,0,0,0,0,1.54,0.48,12.39,9.92,10.09,0,0,0
341,222.32,53.42,1201.57,62.89,5959.77,67211.13,0,75659.46,19667.33,16483.37,17230.29,9490.2,12788.26,0.02,0.017,0.018,0.01,0.007,-12.1,948.37,28.5,32.5,0,0,0,0,0,34.29,0,34.29,34.29,0,0,0,-0.00182,-0.00182,0,0,0,0,1.94,0.5,12.27,9.7,9.88,0,0,0
342,219.7,52.96,1199.05,65.46,5953.94,67212.08,0,75647.66,19665.53,16482.95,17224.89,9488.92,12785.38,0.02,0.017,0.018,0.01,0.007,-11.8,944.47,28.18,32.08,0,0,0,0,0,33.75,0,33.75,33.75,0,0,0,-0.00174,-0.00174,0,0,0,0,1.81,0.49,12.22,9.53,9.69,0,0,0
343,217.12,52.53,1196.65,67.98,5948.16,67213.05,0,75636,19663.8,16482.54,17219.5,9487.64,12782.53,0.02,0.017,0.018,0.01,0.007,-11.66,940.53,27.71,31.65,0,0,0,0,0,33.24,0,33.24,33.24,0,0,0,-0.00176,-0.00176,0,0,0,0,1.72,0.48,12.11,9.39,9.52,0,0,0
344,214.59,52.1,1194.24,70.48,5942.39,67213.97,0,75624.39,19662.06,16482.13,17214.1,9486.37,12779.74,0.02,0.017,0.018,0.01,0.007,-11.61,936.62,27.38,31.29,0,0,0,0,0,32.88,0,32.88,32.88,0,0,0,-0.00194,-0.00194,0,0,0,0,1.74,0.48,12.02,9.25,9.37,0,0,0
345,212.08,51.69,1191.93,72.93,5936.65,67214.93,0,75612.93,19660.4,16481.72,17208.69,9485.11,12777.02,0.02,0.017,0.018,0.01,0.007,-11.46,932.73,27.06,30.96,0,0,0,0,0,32.47,0,32.47,32.47,0,0,0,-0.00191,-0.00191,0,0,0,0,1.66,0.47,11.97,9.13,9.24,0,0,0
346,209.62,51.32,1189.84,75.3,5930.95,67215.91,0,75601.62,19658.91,16481.33,17203.29,9483.82,12774.27,0.02,0.017,0.018,0.01,0.007,-11.31,928.69,26.55,30.59,0,0,0,0,0,31.94,0,31.94,31.94,0,0,0,-0.00168,-0.00168,0,0,0,0,1.49,0.46,11.86,9.02,9.11,0,0,0
347,207.22,50.97,1187.85,77.6,5925.35,67216.88,0,75590.31,19657.5,16480.96,17197.95,9482.5,12771.41,0.02,0.017,0.018,0.01,0.007,-11.31,924.43,25.87,30.13,0,0,0,0,0,31.4,0,31.4,31.4,0,0,0,-0.00166,-0.00166,0,0,0,0,1.41,0.44,11.66,8.89,8.99,0,0,0
348,204.9,50.66,1187.18,79.7,5919.87,67217.87,0,75580.09,19657.25,16480.6,17192.68,9481.13,12768.43,0.02,0.017,0.018,0.01,0.007,-10.22,919.93,25.07,29.57,0,0,0,0,0,29.7,0,29.7,29.7,0,0,0,-0.00139,-0.00139,0,0,0,0,0.25,0.42,11.43,8.74,8.86,0,0,0
349,202.68,50.42,1186.61,81.65,5914.59,67218.85,0,75569.8,19657.05,16480.29,17187.57,9479.69,12765.21,0.02,0.017,0.018,0.01,0.007,-10.29,915.01,23.9,28.81,0,0,0,0,0,28.91,0,28.91,28.91,0,0,0,-0.00087,-0.00087,0,0,0,0,0.2,0.38,11.07,8.56,8.7,0,0,0
350,200.59,50.2,1186.08,83.49,5909.58,67219.8,0,75559.38,19656.87,16480,17182.67,9478.16,12761.68,0.02,0.017,0.018,0.01,0.007,-10.42,909.65,22.49,27.84,0,0,0,0,0,27.93,0,27.93,27.93,0,0,0,-0.00081,-0.00081,0,0,0,0,0.18,0.35,10.57,8.32,8.51,0,0,0
351,198.62,50,1185.57,85.23,5904.8,67220.7,0,75549,19656.7,16479.72,17177.99,9476.61,12757.97,0.02,0.017,0.018,0.01,0.007,-10.38,904.08,21.25,26.83,0,0,0,0,0,26.91,0,26.91,26.91,0,0,0,-0.0008,-0.0008,0,0,0,0,0.17,0.32,10.09,8.04,8.29,0,0,0
352,196.72,49.78,1185.04,86.93,5900.16,67221.59,0,75538.85,19656.51,16479.45,17173.45,9475.12,12754.32,0.02,0.017,0.018,0.01,0.007,-10.14,898.63,20.5,25.95,0,0,0,0,0,26.04,0,26.04,26.04,0,0,0,-0.00113,-0.00113,0,0,0,0,0.19,0.32,9.73,7.76,8.04,0,0,0
353,194.86,49.54,1184.49,88.64,5895.55,67222.45,0,75529.08,19656.3,16479.17,17168.97,9473.73,12750.91,0.02,0.017,0.018,0.01,0.007,-9.77,893.55,20.23,25.31,0,0,0,0,0,25.41,0,25.41,25.41,0,0,0,-0.00135,-0.00135,0,0,0,0,0.21,0.33,9.56,7.51,7.79,0,0,0
354,193.02,49.32,1183.97,90.3,5890.98,67223.32,0,75519.64,19656.11,16478.9,17164.51,9472.41,12747.72,0.02,0.017,0.018,0.01,0.007,-9.44,888.73,19.95,24.78,0,0,0,0,0,24.87,0,24.87,24.87,0,0,0,-0.00118,-0.00118,0,0,0,0,0.19,0.32,9.45,7.32,7.58,0,0,0
355,191.22,49.11,1183.47,91.93,5886.47,67224.2,0,75510.39,19655.92,16478.63,17160.11,9471.11,12744.62,0.02,0.017,0.018,0.01,0.007,-9.25,884,19.51,24.24,0,0,0,0,0,24.32,0,24.32,24.32,0,0,0,-0.00116,-0.00116,0,0,0,0,0.19,0.31,9.28,7.15,7.39,0,0,0
356,189.46,48.89,1182.96,93.55,5882.01,67225.05,0,75501.31,19655.73,16478.36,17155.77,9469.85,12741.6,0.02,0.017,0.018,0.01,0.007,-9.08,879.39,19.14,23.75,0,0,0,0,0,23.84,0,23.84,23.84,0,0,0,-0.00129,-0.00129,0,0,0,0,0.19,0.31,9.12,6.99,7.22,0,0,0
357,187.7,48.66,1181.53,95.27,5877.52,67225.9,0,75491.7,19654.72,16478.09,17151.41,9468.66,12738.82,0.02,0.017,0.018,0.01,0.007,-9.61,875.12,19.19,23.47,0,0,0,0,0,24.36,0,24.36,24.36,0,0,0,-0.00157,-0.00157,0,0,0,0,1.01,0.32,9.09,6.86,7.07,0,0,0
358,185.72,48.38,1179.83,97.23,5872.43,67226.83,0,75482.47,19653.48,16477.76,17146.51,9467.7,12737.02,0.02,0.017,0.018,0.01,0.007,-9.23,872.07,21.69,24.74,0,0,0,0,0,25.83,0,25.83,25.83,0,0,0,-0.00211,-0.00211,0,0,0,0,1.24,0.38,10.08,7.05,7.06,0,0,0
359,183.71,48.09,1178.11,99.23,5867.21,67227.75,0,75473.13,19652.23,16477.43,17141.48,9466.72,12735.27,0.02,0.017,0.018,0.01,0.007,-9.34,869.02,22.05,25.1,0,0,0,0,0,26.19,0,26.19,26.19,0,0,0,-0.00219,-0.00219,0,0,0,0,1.25,0.39,10.29,7.15,7.11,0,0,0
360,181.71,47.82,1176.42,101.21,5861.97,67228.7,0,75463.63,19651,16477.1,17136.41,9465.71,12733.42,0.02,0.017,0.018,0.01,0.007,-9.5,865.81,21.96,25.18,0,0,0,0,0,26.25,0,26.25,26.25,0,0,0,-0.00222,-0.00222,0,0,0,0,1.23,0.39,10.32,7.17,7.14,0,0,0
361,179.73,47.55,1174.75,103.19,5856.72,67229.63,0,75454.02,19649.79,16476.77,17131.33,9464.65,12731.48,0.02,0.017,0.018,0.01,0.007,-9.61,862.46,21.86,25.21,0,0,0,0,0,26.26,0,26.26,26.26,0,0,0,-0.00223,-0.00223,0,0,0,0,1.21,0.38,10.33,7.19,7.15,0,0,0
362,177.76,47.19,1172.47,61.74,5894.99,67230.55,0,75443.72,19648.06,16476.45,17126.21,9463.56,12729.44,0.02,0.017,0.018,0.01,0.007,-10.3,859.01,21.79,25.23,0,0,0,0,0,26.77,0,26.77,26.77,0,0,0,-0.00155,-0.00155,0,0,0,0,1.71,0.38,10.3,7.18,7.15,0,0,0
363,175.82,46.83,1170.13,63.88,5889.67,67231.45,0,75433.32,19646.3,16476.13,17121.12,9462.44,12727.33,0.02,0.017,0.018,0.01,0.007,-10.4,855.53,21.65,25.13,0,0,0,0,0,26.71,0,26.71,26.71,0,0,0,-0.00181,-0.00181,0,0,0,0,1.76,0.38,10.26,7.16,7.14,0,0,0
364,173.92,46.57,1169.54,65.72,5884.45,67232.44,0,75424.27,19646.06,16475.83,17116.08,9461.25,12725.06,0.02,0.017,0.018,0.01,0.007,-9.04,851.64,20.97,24.86,0,0,0,0,0,24.96,0,24.96,24.96,0,0,0,-0.00087,-0.00087,0,0,0,0,0.23,0.34,10.14,7.13,7.11,0,0,0
365,172.17,46.46,1169.17,67.3,5879.62,67233.41,0,75414.94,19645.97,16475.61,17111.32,9459.85,12722.19,0.02,0.017,0.018,0.01,0.007,-9.34,846.82,19.15,23.97,0,0,0,0,0,24.02,0,24.02,24.02,0,0,0,0,0,0,0,0,0,0.09,0.27,9.59,7.02,7.04,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04718,,,,,,,,,,,,
